transaction_id,account_timestamp,amt,fee,transaction_details,transaction_timestamp,account_no
193,2021-05-15 00:04:33,3507.0,0.0,TYPE_2,2021-06-17 12:28:56,82
196,2021-07-13 01:17:23,4439.067080000001,0.0,TYPE_4,2021-11-05 21:09:32,83
197,2021-08-23 23:58:50,11666.62,14.9589,TYPE_1,2021-08-25 14:41:28,84
199,2021-06-23 16:27:51,175.35,14.9589,TYPE_1,2021-06-28 17:55:12,85
200,2021-03-22 19:19:58,9450.196,1.49589,TYPE_3,2021-05-21 16:54:10,49
202,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-06-02 15:45:42,4
204,2021-11-01 20:13:05,9.352,0.0,TYPE_4,2021-11-01 19:27:31,86
205,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-04-05 15:38:18,4
206,2021-03-03 18:34:46,771.5400000000001,14.9589,TYPE_1,2021-06-17 10:30:07,87
211,2021-02-26 23:15:56,3423.0658,14.9589,TYPE_1,2021-03-12 19:11:23,4
212,2021-03-30 18:23:39,15850.517760000002,0.0,TYPE_2,2021-05-06 19:02:54,43
214,2021-03-11 01:55:17,2314.62,14.9589,TYPE_1,2021-07-09 17:10:41,88
216,2021-04-13 21:09:03,10521.0,14.9589,TYPE_1,2021-07-01 13:43:41,56
217,2021-06-18 22:55:57,163.66,0.0,TYPE_1,2021-07-20 19:41:21,89
218,2021-04-29 03:14:51,1847.02,14.9589,TYPE_1,2021-11-22 19:51:54,90
220,2021-06-21 18:40:51,2314.62,14.9589,TYPE_1,2021-08-23 13:41:38,91
221,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-08-12 14:48:49,4
223,2021-04-05 17:18:23,6780.2,14.9589,TYPE_1,2021-07-16 16:26:28,92
224,2021-05-07 14:20:38,11690.0,1.49589,TYPE_3,2021-08-04 21:51:04,93
225,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-03-24 19:19:12,4
226,2021-07-10 17:58:03,240.67372,0.0,TYPE_2,2021-08-19 18:18:06,94
227,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-08-09 16:07:01,4
228,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-06-25 18:16:26,4
231,2021-07-12 17:34:18,2291.2400000000002,14.9589,TYPE_1,2021-08-13 14:15:46,95
236,2021-03-05 16:13:58,19873.0,14.9589,TYPE_1,2021-04-23 16:34:15,96
237,2021-04-13 21:09:03,10754.800000000001,14.9589,TYPE_1,2021-08-10 13:33:38,56
238,2021-05-20 01:41:49,11690.0,14.9589,TYPE_1,2021-07-08 20:02:57,29
239,2021-05-14 21:43:54,2338.0,14.9589,TYPE_1,2021-07-15 18:09:23,97
240,2021-08-16 20:31:06,11664.282000000001,1.49589,TYPE_3,2021-08-19 12:12:30,98
242,2021-05-19 15:04:18,11690.0,15.11,TYPE_1,2021-05-19 13:58:48,99
243,2021-05-08 20:00:53,119.09772,0.0,TYPE_2,2021-06-28 18:19:17,100
245,2021-06-24 19:15:57,11456.2,14.9589,TYPE_1,2021-07-13 16:59:27,101
247,2021-06-24 19:35:06,70.14,0.0,TYPE_4,2021-10-03 06:06:40,20
249,2021-04-22 22:06:32,23.40338,0.0,TYPE_4,2021-08-19 13:57:27,102
250,2021-04-23 15:54:23,818.3000000000001,14.9589,TYPE_1,2021-04-27 11:30:54,103
251,2021-10-05 19:25:57,23.380000000000003,0.0,TYPE_4,2021-10-05 19:47:06,104
252,2021-03-30 18:23:39,7831.925920000001,0.0,TYPE_2,2021-07-29 19:33:17,43
253,2021-05-31 21:52:13,420.84000000000003,0.0,TYPE_2,2021-07-05 13:31:19,105
259,2021-05-12 20:02:43,7014.0,0.0,TYPE_2,2021-06-14 18:18:21,106
264,2021-04-13 21:13:53,2110.25542,0.0,TYPE_2,2021-06-11 13:26:00,107
266,2021-04-21 02:36:47,701.4,14.9589,TYPE_1,2021-07-23 19:44:20,108
267,2021-04-28 03:07:53,11690.0,1.49589,TYPE_3,2021-05-18 13:34:09,109
271,2021-04-07 17:12:29,2.36138,0.0,TYPE_3,2021-06-14 21:52:15,110
273,2021-03-14 16:41:18,23380.0,14.9589,TYPE_1,2021-04-15 15:41:49,11
275,2021-03-30 18:23:39,21830.35022,0.0,TYPE_2,2021-07-16 17:06:13,43
278,2021-03-24 17:58:49,1145.6200000000001,14.9589,TYPE_1,2021-07-23 12:27:38,111
279,2021-03-30 18:23:39,2034.5276000000001,0.0,TYPE_2,2021-08-16 21:39:10,43
280,2021-07-20 19:36:21,93.52000000000001,0.0,TYPE_2,2021-08-09 16:35:32,112
281,2021-04-23 13:08:57,6211.1308,0.0,TYPE_2,2021-09-02 12:42:21,113
282,2021-07-01 21:05:22,11690.0,14.9589,TYPE_1,2021-08-02 19:21:46,114
283,2021-04-08 22:01:52,4208.400000000001,0.0,TYPE_2,2021-08-06 14:52:08,115
286,2021-03-26 17:41:39,11573.1,14.9589,TYPE_1,2021-04-30 18:28:08,116
290,2021-02-26 23:15:56,3507.0,14.9589,TYPE_1,2021-05-03 18:53:18,4
292,2021-06-22 20:58:01,3221.764,0.0,TYPE_4,2021-09-20 18:13:45,117
293,2021-03-02 16:03:50,2338.0,14.9589,TYPE_1,2021-06-09 18:14:39,118
294,2021-03-25 22:40:33,11690.0,14.9589,TYPE_1,2021-07-15 12:44:54,119
299,2021-03-30 18:23:39,350.4662,0.0,TYPE_2,2021-06-17 22:56:50,43
301,2021-03-05 15:45:08,1215.76,0.0,TYPE_2,2021-06-07 13:00:46,120
302,2021-04-12 23:57:14,93.52000000000001,11.9369,TYPE_1,2021-04-14 20:07:47,3
303,2021-04-11 17:33:20,3257.2314600000004,0.0,TYPE_2,2021-10-04 12:54:07,121
304,2021-02-26 23:15:56,5845.0,14.9589,TYPE_1,2021-07-26 15:12:17,4
305,2021-05-06 17:30:04,4676.0,0.0,TYPE_2,2021-07-08 16:39:10,122
308,2021-03-16 19:23:17,11666.62,14.9589,TYPE_1,2021-08-27 18:35:23,123
309,2021-06-26 14:50:57,11682.986,14.9589,TYPE_1,2021-06-30 11:44:07,124
310,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-08-09 20:24:49,4
314,2021-04-15 18:11:49,4652.62,14.9589,TYPE_1,2021-08-13 17:27:38,125
315,2021-06-29 20:20:24,10988.6,14.9589,TYPE_1,2021-07-22 14:07:11,126
317,2021-03-14 16:41:18,18704.0,14.9589,TYPE_1,2021-04-22 15:01:49,11
318,2021-03-22 17:24:26,1305.86652,0.0,TYPE_2,2021-05-04 13:36:48,127
320,2021-06-05 18:54:07,888.44,14.9589,TYPE_1,2021-08-24 20:45:29,128
322,2021-04-07 22:12:41,245.49,0.0,TYPE_1,2021-06-14 17:46:46,129
323,2021-05-31 15:49:20,775.3977,0.0,TYPE_2,2021-08-09 20:26:52,130
324,2021-03-10 18:05:38,59.619,5.5907,TYPE_1,2021-04-09 18:30:05,131
325,2021-04-01 12:23:31,3460.2400000000002,14.9589,TYPE_1,2021-06-23 11:24:17,132
330,2021-05-10 18:32:17,303.91662,0.0,TYPE_2,2021-06-10 21:44:30,133
332,2021-04-01 21:35:28,11376.708,14.9589,TYPE_1,2021-08-02 21:04:12,134
333,2021-02-26 23:15:56,16366.0,14.9589,TYPE_1,2021-04-12 18:50:50,4
334,2021-03-26 21:44:17,22865.64,14.9589,TYPE_1,2021-03-31 11:33:22,135
335,2021-06-17 16:04:51,444.22,0.0,TYPE_4,2021-12-29 22:58:04,136
336,2021-03-20 15:52:35,2221.1,14.9589,TYPE_1,2021-09-01 12:42:17,137
339,2021-04-09 20:49:04,18.704,0.0,TYPE_3,2021-10-21 01:52:54,138
343,2021-03-25 20:23:51,2922.5,14.9589,TYPE_1,2021-05-18 13:04:15,139
345,2021-03-26 20:29:18,10181.99,0.0,TYPE_2,2021-08-23 16:24:11,140
346,2021-06-02 16:32:59,2314.62,14.9589,TYPE_1,2021-08-02 14:53:08,141
347,2021-07-01 16:20:01,467.6,14.9589,TYPE_1,2021-07-07 17:46:13,142
348,2021-04-13 21:09:03,11690.0,14.9589,TYPE_1,2021-05-25 13:41:09,56
349,2021-03-22 16:12:31,9352.0,14.9589,TYPE_1,2021-06-29 14:32:31,143
351,2021-04-26 17:49:58,4442.2,0.0,TYPE_2,2021-05-05 13:26:46,144
352,2021-04-16 17:39:39,4442.2,0.0,TYPE_2,2021-08-11 17:23:39,145
354,2021-03-11 18:41:03,14028.0,14.9589,TYPE_1,2021-07-27 13:45:13,146
355,2021-04-01 20:38:51,4418.82,14.9589,TYPE_1,2021-05-31 20:39:06,147
356,2021-07-21 00:29:56,11690.0,14.9589,TYPE_1,2021-07-26 19:27:34,148
359,2021-05-27 12:57:16,11339.300000000001,5.892899999999999,TYPE_1,2021-06-28 13:05:38,149
362,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-05-06 13:34:09,4
363,2021-03-05 02:02:39,46736.62,14.9589,TYPE_1,2021-08-05 17:06:59,150
365,2021-04-12 23:57:14,35654.5,11.9369,TYPE_1,2021-05-19 20:08:46,3
367,2021-03-15 21:49:56,2314.62,14.9589,TYPE_1,2021-05-18 16:05:23,151
369,2021-03-10 23:23:33,9819.6,14.9589,TYPE_1,2021-04-16 19:46:29,152
370,2021-03-02 16:03:50,5845.0,14.9589,TYPE_1,2021-07-12 17:44:31,118
372,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-03-31 18:05:37,4
375,2021-05-06 19:20:14,11690.0,14.9589,TYPE_1,2021-08-10 18:01:00,153
376,2021-03-02 16:03:50,11690.0,14.9589,TYPE_1,2021-07-16 15:45:23,118
377,2021-03-02 22:38:13,4676.0,0.0,TYPE_2,2021-07-05 16:02:31,154
378,2021-06-17 21:18:59,3507.0,0.0,TYPE_1,2021-07-01 17:32:53,155
381,2021-08-31 17:31:23,4.676,0.0,TYPE_3,2021-09-03 19:53:25,156
382,2021-03-19 00:04:28,11690.0,14.9589,TYPE_1,2021-06-30 18:14:06,157
383,2021-03-12 15:11:05,1169.0,14.9589,TYPE_1,2021-06-14 15:50:00,158
384,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-08-06 16:30:39,4
388,2021-03-22 23:24:39,1847.02,14.9589,TYPE_1,2021-04-23 13:39:57,159
393,2021-03-02 16:03:50,7014.0,14.9589,TYPE_1,2021-05-24 18:08:15,118
394,2021-02-26 23:15:56,9585.800000000001,14.9589,TYPE_1,2021-05-03 19:44:56,4
395,2021-04-09 18:36:09,11573.1,14.9589,TYPE_1,2021-08-20 12:15:56,160
396,2021-06-28 21:09:04,818.3000000000001,14.9589,TYPE_1,2021-08-03 12:25:10,161
398,2021-04-05 22:17:58,511.3206,0.0,TYPE_2,2021-06-10 17:16:59,162
399,2021-03-22 19:19:58,8942.85,1.49589,TYPE_3,2021-03-31 17:02:04,49
401,2021-04-19 18:26:28,3274.0182999999997,0.0,TYPE_2,2021-08-16 15:53:15,163
402,2021-04-07 00:53:10,4676.0,0.0,TYPE_2,2021-06-09 11:58:43,164
404,2021-07-02 16:35:04,8159.62,14.9589,TYPE_1,2021-08-02 10:34:42,165
407,2021-09-17 22:42:55,53.774,0.0,TYPE_4,2021-09-17 21:34:58,166
409,2021-05-27 13:10:07,11601.6236,11.9369,TYPE_1,2021-05-27 13:50:08,167
413,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-05-24 20:29:55,4
414,2021-04-14 05:18:20,11690.0,14.9589,TYPE_1,2021-05-17 11:59:17,168
416,2021-05-07 09:44:04,231.46200000000002,0.0,TYPE_3,2021-09-29 05:49:10,169
419,2021-06-19 13:18:29,11690.0,14.9589,TYPE_1,2021-06-25 18:56:16,170
422,2021-07-17 02:55:43,233.8,0.0,TYPE_3,2021-10-06 13:44:23,171
425,2020-12-16 19:24:58,23.380000000000003,0.0,TYPE_2,2021-03-11 22:31:41,172
427,2021-02-26 23:15:56,4442.2,14.9589,TYPE_1,2021-08-04 13:20:07,4
429,2021-03-04 23:37:10,6078.8,14.9589,TYPE_1,2021-04-05 17:03:14,173
432,2021-04-07 23:30:01,339.08014000000003,0.0,TYPE_2,2021-04-08 12:59:06,174
434,2021-04-15 05:02:20,3787.56,14.9589,TYPE_1,2021-06-21 18:28:15,175
436,2021-04-12 23:57:14,56112.0,11.9369,TYPE_1,2021-09-10 20:49:25,3
439,2021-03-16 21:43:12,6055.42,15.11,TYPE_1,2021-08-05 11:58:04,176
444,2021-09-17 22:42:55,1.2859,0.0,TYPE_3,2021-09-17 21:45:40,166
445,2021-04-29 15:27:58,4629.24,14.9589,TYPE_1,2021-06-07 14:51:44,177
447,2021-05-17 20:46:49,5541.34056,0.0,TYPE_2,2021-07-13 16:33:09,178
448,2021-09-07 22:02:13,0.02338,0.0,TYPE_4,2021-09-07 21:37:56,179
453,2021-04-06 21:34:35,9118.2,14.9589,TYPE_1,2021-08-13 15:13:01,180
454,2021-05-07 21:57:09,11690.0,14.9589,TYPE_1,2021-06-23 15:20:40,181
455,2021-03-15 15:08:51,10655.22458,0.0,TYPE_2,2021-08-03 19:38:34,182
456,2021-06-24 01:06:10,1169.0,14.9589,TYPE_1,2021-08-09 18:56:40,183
459,2021-05-24 18:05:04,2314.62,0.0,TYPE_2,2021-07-06 16:45:04,184
461,2021-04-26 13:56:31,11666.62,14.9589,TYPE_1,2021-06-24 11:42:01,185
462,2021-05-14 16:35:56,4629.24,14.9589,TYPE_1,2021-06-14 14:56:55,186
463,2021-03-05 14:47:40,4587.156,14.9589,TYPE_1,2021-03-08 14:13:06,187
464,2021-04-18 16:13:38,2221.1,14.9589,TYPE_1,2021-05-19 17:51:45,188
465,2021-01-27 16:37:07,5798.73098,0.0,TYPE_1,2021-02-05 16:30:42,189
466,2021-06-30 20:00:35,11690.0,14.9589,TYPE_1,2021-07-05 11:29:00,190
467,2020-11-15 20:29:49,0.02338,0.0,TYPE_3,2021-03-10 14:04:36,8
468,2021-03-24 00:17:22,9328.62,14.9589,TYPE_1,2021-08-24 13:08:38,191
469,2021-03-24 14:58:21,1332.66,14.9589,TYPE_1,2021-08-30 11:47:56,192
470,2021-03-02 20:34:40,2291.2400000000002,14.9589,TYPE_1,2021-08-27 19:06:13,193
471,2021-04-27 11:39:24,11666.62,14.9589,TYPE_1,2021-06-11 10:44:01,194
472,2021-06-17 16:04:51,191.716,0.0,TYPE_4,2021-12-02 23:49:59,136
473,2021-08-13 20:53:05,53.0726,0.0,TYPE_4,2021-11-16 23:19:53,195
474,2021-05-12 04:27:40,4652.62,14.9589,TYPE_1,2021-06-28 19:24:06,196
475,2021-03-25 02:44:27,11690.0,1.49589,TYPE_3,2021-05-04 16:00:36,197
476,2021-06-17 20:44:11,2338.0,0.0,TYPE_2,2021-07-16 18:05:58,198
479,2021-05-27 21:52:59,554.40994,0.0,TYPE_2,2021-07-20 13:31:17,199
481,2021-05-12 03:25:13,6691.356000000001,14.9589,TYPE_1,2021-07-28 18:24:20,200
482,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-04-22 14:34:15,4
483,2021-09-08 01:07:20,362.39,4.6841,TYPE_1,2021-09-09 14:57:29,201
484,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-06-21 18:04:30,4
485,2021-04-22 22:24:44,5354.02,14.9589,TYPE_1,2021-05-10 15:04:49,202
487,2021-04-01 21:26:29,23.380000000000003,0.0,TYPE_3,2021-04-01 21:01:20,203
488,2021-03-11 23:11:10,6406.3538,14.9589,TYPE_1,2021-06-15 19:37:52,204
490,2021-03-18 19:31:40,1135.96406,0.0,TYPE_2,2021-04-01 17:31:15,205
491,2021-03-25 12:53:10,23380.0,14.9589,TYPE_1,2021-04-29 15:36:17,206
492,2021-04-11 17:33:20,512.98058,0.0,TYPE_2,2021-10-04 13:06:32,121
493,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-03-29 18:09:35,4
495,2021-03-05 19:30:22,23356.8538,14.9589,TYPE_1,2021-08-11 12:27:16,207
497,2021-04-19 17:39:52,3974.6,14.9589,TYPE_1,2021-06-11 14:57:29,208
498,2021-06-21 14:43:23,11573.1,14.9589,TYPE_1,2021-06-22 13:48:02,209
499,2021-06-09 21:54:59,4652.62,14.9589,TYPE_1,2021-08-12 19:49:07,210
501,2020-11-15 20:29:49,0.02338,0.0,TYPE_3,2021-03-10 14:04:40,8
503,2021-04-19 18:15:01,4673.662,1.49589,TYPE_3,2021-09-10 16:35:25,211
504,2021-05-04 19:07:59,11690.0,0.0,TYPE_2,2021-08-09 16:07:21,212
508,2021-06-11 16:45:49,11690.0,0.0,TYPE_2,2021-09-13 19:10:53,213
509,2021-06-06 02:33:54,5845.0,14.9589,TYPE_1,2021-08-24 16:49:23,214
511,2021-04-11 20:21:42,2864.05,14.9589,TYPE_1,2021-05-14 20:37:04,215
513,2021-03-13 14:26:41,4673.662,1.49589,TYPE_3,2021-05-21 16:12:40,216
514,2021-06-17 20:30:00,11339.300000000001,14.9589,TYPE_1,2021-06-23 11:46:54,217
519,2021-07-20 16:15:47,187.04000000000002,14.9589,TYPE_1,2021-08-16 17:36:12,218
522,2021-04-29 14:32:23,11690.0,14.9589,TYPE_1,2021-07-06 14:48:07,219
